id,name,owner,capacity,fuel
2515,Wooton,Viridor,2.0,Waste
2516,Workington (Eastman),,4.0,Wind
2517,Worksopp,Ecotricity,2.0,Wind
2518,Wormit Solar Farm,Green Hedge (BayWa r.e.),4.0,Solar
2519,Wothersome Grange Farm House AD - crops,Nick Lane-Fox,1.0,Biomass
2520,Wraysbury Landfill,Sirius Solar Building,4.8,Solar
2521,Wrexham Social Housing PV,Wrexham Council,5.4,Solar
2522,Wroughton Airfield Solar Park,Rockfire Capital,50.0,Solar
2523,Wryde Croft,RES UK & Ireland,26.0,Wind
2524,Wyke Farms Biogas (Farm AD),Wyke Farms,1.0,Biomass
2525,Wyld Meadow Solar Park,Low Carbon Solar UK,4.8384,Solar
2526,Wymeswold Airfield,Foresight Solar Fund,34.0,Solar
2527,Wythegill,Airvolution Energy,1.5,Wind
2528,Yarburgh,Green Switch Solutions - SOLD,8.0861,Solar
2529,Yardwall Manor,Hadstone Energy,3.0,Solar
2530,Yelvertoft,Greencoat UK Wind,16.4,Wind
2531,Yerbeston Gate Farm,Sunsave 23 Limited/ Vogt solar,6.1,Solar
2532,Yonderton Farm,Green Cat Renewables,1.0,Wind
2533,Yonderton Wind Cluster,Wilson Strachan,4.6,Wind
2534,Yorkley Solar Park,Bee Green Solar,5.0,Solar
2535,Ystgellog Farm Wind Farm,Airvolution Energy,4.6,Wind
